Sample;Estimated;True;Error;Samples_Used
5231;[21.083 70.725  3.7  ];[21.039 70.192  3.7  ];0.5348130514488226;[1682]
5232;[37.999 56.264  3.7  ];[35.837 59.337  3.7  ];3.7573358912931907;[2961]
5233;[14.474 90.413  0.   ];[14.675 92.968  0.   ];2.5628940672606886;[909]
5234;[37.219 78.854  7.4  ];[37.263 79.468  7.4  ];0.6155745283879158;[2781]
5235;[ 44.305 112.46    0.   ];[ 45.019 112.15    0.   ];0.7783932168255262;[1363]
5236;[ 47.67 141.42   7.4 ];[ 50.679 139.7     7.4  ];3.465902624137037;[1875]
5237;[ 62.491 135.73    7.4  ];[ 63.327 135.36    7.4  ];0.9142187921936301;[2793]
5238;[36.417 42.929  0.   ];[41.387 35.899  0.   ];8.60940183752623;[1448]
5239;[67.764 73.739  0.   ];[55.807 67.53   0.   ];13.47299261485732;[2057]
5240;[ 38.889 128.45    0.   ];[ 39.312 128.25    0.   ];0.46789849326535665;[534]
5241;[ 21.728 112.26    0.   ];[ 22.141 112.2     0.   ];0.417335596372988;[2657]
5242;[ 31.646 118.2     0.   ];[ 31.334 117.51    0.   ];0.7572608533391896;[2873]
5243;[ 59.081 137.18    7.4  ];[ 59.961 135.83    7.4  ];1.6114899937635283;[2415]
5244;[18.766 19.107  0.   ];[18.287 19.149  0.   ];0.48083781049330904;[476]
5245;[ 41.117 148.43    3.7  ];[ 39.345 149.78    3.7  ];2.227663349790533;[1235]
5246;[39.08  86.706  0.   ];[39.102 87.026  0.   ];0.3207553584899176;[1730]
5247;[22.789 38.448  0.   ];[22.855 39.664  0.   ];1.2177898012382935;[1971]
5248;[ 42.768 112.2     7.4  ];[ 39.603 114.08    7.4  ];3.6812531833602504;[739]
5249;[66.917 40.641  0.   ];[67.252 41.419  0.   ];0.8470590298202326;[468]
5250;[ 26.453 105.57    0.   ];[ 26.041 105.59    0.   ];0.412485151247896;[362]
5251;[ 23.935 102.86    3.7  ];[23.679 99.983  3.7  ];2.88836718579892;[1382]
5252;[ 24.693 111.33    3.7  ];[ 24.592 110.27    3.7  ];1.0648009203602358;[2349]
5253;[25.741 72.683  0.   ];[25.786 73.141  0.   ];0.46020538892976764;[451]
5254;[ 34.131 125.77    3.7  ];[ 35.334 123.37    3.7  ];2.6846245547562075;[3028]
5255;[ 4.7245 52.066   0.    ];[ 6.4518 49.095   0.    ];3.4366271677329245;[2530]
5256;[ 13.148 109.33    0.   ];[ 11.22 109.61   0.  ];1.9482258595963655;[1365]
5257;[ 25.361 118.84    3.7  ];[ 25.316 118.35    3.7  ];0.49206198796494033;[348]
5258;[ 38.712 100.95    7.4  ];[38.556 98.67   7.4  ];2.2853306106557114;[1619]
5259;[38.189 58.462 11.1  ];[38.222 58.878 11.1  ];0.41730684154468095;[2776]
5260;[ 59.415 137.05   11.1  ];[ 60.128 136.75   11.1  ];0.7735431468250548;[2020]
5261;[ 49.899 130.9     0.   ];[ 48.952 131.34    0.   ];1.0442265079952737;[2124]
5262;[68.243 73.504  0.   ];[67.853 75.75   0.   ];2.2796087383584007;[1003]
5263;[15.701 33.578  3.7  ];[15.612 32.698  3.7  ];0.8844891180789081;[1446]
5264;[26.621 76.625  3.7  ];[26.365 76.651  3.7  ];0.2573169252109156;[1595]
5265;[37.074 56.382  0.   ];[37.141 57.011  0.   ];0.6325582977086034;[2329]
5266;[36.417 38.16   0.   ];[36.061 38.32   0.   ];0.39030244682810067;[1034]
5267;[50.269 21.091  0.   ];[47.015 22.526  0.   ];3.556366263477369;[196]
5268;[  9.448 113.09    0.   ];[ 10.707 109.69    0.   ];3.6256145685938597;[1251]
5269;[ 38.164 147.15    3.7  ];[ 37.963 146.7     3.7  ];0.49284987572283667;[794]
5270;[ 19.232 112.62    0.   ];[ 19.667 112.57    0.   ];0.43786413417863207;[228]
5271;[40.15  73.568  7.4  ];[40.406 73.461  7.4  ];0.2774617090699183;[1008]
5272;[ 32.916 129.52    0.   ];[ 31.768 130.07    0.   ];1.2729509024310295;[684]
5273;[ 64.653 134.81   11.1  ];[ 63.282 135.4    11.1  ];1.4925618915140604;[712]
5274;[ 6.1399 45.345   0.    ];[ 6.0953 44.812   0.    ];0.534862748749622;[1443]
5275;[ 30.331 132.08    0.   ];[ 29.606 132.4     0.   ];0.7924802836664093;[944]
5276;[ 42.265 141.01    0.   ];[ 41.028 141.59    0.   ];1.3662243593202468;[2043]
5277;[70.037 96.67   0.   ];[49.343 85.543  0.   ];23.495781855473545;[479]
5278;[ 49.03 120.96   0.  ];[ 48.54 121.18   0.  ];0.5371219600798386;[1004]
5279;[32.294 19.587  0.   ];[32.428 21.038  0.   ];1.457174320388608;[2687]
5280;[ 42.265 141.01    0.   ];[ 43.145 142.35    0.   ];1.603121954188144;[2043]
5281;[36.796 58.366  3.7  ];[36.673 58.067  3.7  ];0.3233109957919759;[1517]
5282;[ 71.006 107.18    0.   ];[ 70.649 107.54    0.   ];0.5069999999999991;[2678]
5283;[ 54.902 137.94    7.4  ];[ 54.122 138.27    7.4  ];0.8469356528095922;[86]
5284;[17.462 43.452  3.7  ];[17.384 42.401  3.7  ];1.053890411760155;[2490]
5285;[ 43.793 112.32   11.1  ];[ 43.447 112.46   11.1  ];0.3732505860678557;[3059]
5286;[24.638 39.403  0.   ];[24.616 38.918  0.   ];0.48549871266564604;[620]
5287;[62.47  79.697  0.   ];[62.002 79.905  0.   ];0.5121406056933935;[1020]
5288;[ 45.051 131.84    7.4  ];[ 45.742 133.54    7.4  ];1.8350697534426192;[3070]
5289;[ 44.172 113.68    3.7  ];[ 44.149 114.67    3.7  ];0.9902671356760203;[2416]
5290;[ 39.579 148.81    0.   ];[ 39.211 147.97    0.   ];0.9170736066423498;[1666]
5291;[ 37.786 121.37    0.   ];[ 36.906 121.75    0.   ];0.9585405573057413;[761]
5292;[ 24.492 109.11    3.7  ];[ 24.548 109.7     3.7  ];0.5926516683516581;[1675]
5293;[ 47.581 138.08    7.4  ];[ 48.561 143.8     7.4  ];5.803343863670322;[1217]
5294;[34.434 16.605  0.   ];[34.178 16.717  0.   ];0.27942798714516726;[1887]
5295;[42.468 80.332 11.1  ];[41.353 79.265 11.1  ];1.5432802726659827;[1477]
5296;[21.618 76.753  3.7  ];[21.573 76.256  3.7  ];0.49903306503677664;[2383]
5297;[ 47.837 136.      7.4  ];[ 47.993 136.39    7.4  ];0.4200428549564782;[2599]
5298;[36.885 36.389  0.   ];[37.086 36.885  0.   ];0.5351794091704158;[2861]
5299;[37.297 64.735  0.   ];[37.386 65.754  0.   ];1.0228792695132756;[172]
5300;[21.874 99.076  3.7  ];[21.64  96.409  3.7  ];2.6772457862512233;[1122]
5301;[ 22.965 105.79    3.7  ];[ 22.943 106.02    3.7  ];0.23104977818642292;[1894]
5302;[19.278 26.137  0.   ];[23.357 24.276  0.   ];4.483476552854939;[12]
5303;[ 17.828 122.49    3.7  ];[ 18.998 121.02    3.7  ];1.8787761974221413;[2926]
5304;[68.332 94.014  0.   ];[ 74.994 132.94    0.   ];39.49197032309227;[1899]
5305;[27.825 67.023  0.   ];[27.736 65.903  0.   ];1.1235305959340753;[144]
5306;[14.208 59.811  3.7  ];[15.222 59.881  3.7  ];1.016413301762624;[2475]
5307;[ 25.194 119.12    3.7  ];[ 25.428 119.09    3.7  ];0.23591523901605188;[216]
5308;[ 21.305 112.32    0.   ];[ 20.893 112.38    0.   ];0.41634600994845555;[1115]
5309;[ 31.256 104.22    0.   ];[ 31.245 104.02    0.   ];0.20030227157973302;[778]
5310;[ 22.865 109.98    3.7  ];[ 22.809 109.45    3.7  ];0.5329502791067858;[2780]
5311;[40.718 85.954 11.1  ];[40.907 87.949 11.1  ];2.0039326335982492;[619]
5312;[ 29.44 106.98   0.  ];[ 29.83 106.93   0.  ];0.3931920650267467;[664]
5313;[42.657 80.39   7.4  ];[41.431 80.897  7.4  ];1.3266970264532905;[1112]
5314;[20.047 39.936  0.   ];[20.861 38.528  0.   ];1.6263640428883084;[648]
5315;[ 49.877 108.99   11.1  ];[ 51.783 108.18   11.1  ];2.0709746497724146;[2732]
5316;[ 22.073 144.22    0.   ];[ 23.109 149.4     0.   ];5.282584216082132;[2757]
5317;[42.356 81.415  3.7  ];[40.751 81.879  3.7  ];1.6707246930598745;[1870]
5318;[ 63.684 104.13    0.   ];[ 65.334 102.66    0.   ];2.209841623284351;[2633]
5319;[ 21.972 141.07    0.   ];[ 20.011 153.62    0.   ];12.702284085942981;[1444]
5320;[ 25.506 122.51    3.7  ];[ 23.667 120.94    3.7  ];2.418020057815902;[2760]
5321;[ 44.505 127.52    7.4  ];[ 43.759 125.61    7.4  ];2.0505160326122764;[1135]
5322;[  9.448 113.09    0.   ];[  9.4814 113.51     0.    ];0.4213259545767403;[1251]
5323;[ 6.6747 51.837   0.    ];[ 6.6301 51.261   0.    ];0.5777241210127898;[1651]
5324;[ 38.933 144.39    0.   ];[ 39.858 143.94    0.   ];1.0286520305720417;[2321]
5325;[ 25.372 117.45    3.7  ];[ 25.562 117.17    3.7  ];0.33837848631377426;[171]
5326;[ 23.935 102.86    3.7  ];[ 23.879 102.25    3.7  ];0.6125650985813663;[1382]
5327;[ 46.923 145.64   11.1  ];[ 46.678 145.75   11.1  ];0.26856098003992546;[112]
5328;[41.23  91.539 11.1  ];[41.041 89.549 11.1  ];1.9989549769817179;[2908]
5329;[ 61.221 136.27    7.4  ];[ 60.385 136.62    7.4  ];0.9063089980795698;[2267]
5330;[ 28.403 114.81    0.   ];[ 28.871 114.73    0.   ];0.4747883739098923;[2493]
5331;[ 5.315 58.851  0.   ];[ 5.2482 58.136   0.    ];0.7181136678827348;[2120]
5332;[59.997 73.461 11.1  ];[60.298 72.651 11.1  ];0.8641186261156537;[912]
5333;[ 38.61 140.2    0.  ];[ 38.309 140.34    0.   ];0.33196535963863055;[2339]
5334;[ 27.312 101.36    0.   ];[ 25.852 102.91    0.   ];2.129342621561874;[2426]
5335;[38.132 92.456  7.4  ];[38.166 92.947  7.4  ];0.4921757816065309;[2105]
5336;[ 9.9055 91.224   0.    ];[ 9.4933 86.221   0.    ];5.019951975865904;[2792]
5337;[ 18.798 112.69    0.   ];[ 18.318 112.76    0.   ];0.4850773134253941;[1594]
5338;[38.868 81.996  7.4  ];[38.779 80.801  7.4  ];1.1983096427885338;[1961]
5339;[36.473 67.882  7.4  ];[36.294 65.29   7.4  ];2.598173396830934;[706]
5340;[38.423 23.017  0.   ];[39.883 22.403  0.   ];1.5838547913240038;[617]
5341;[ 25.071 112.47    0.   ];[ 26.019 112.25    0.   ];0.9731926839018024;[92]
5342;[28.36  86.205  0.   ];[28.415 86.695  0.   ];0.4930770730828954;[504]
5343;[ 45.698 111.04    0.   ];[ 41.141 112.24    0.   ];4.71235068728973;[2357]
5344;[34.122 41.889  0.   ];[34.512 44.444  0.   ];2.584593778526908;[2537]
5345;[ 46.746 102.45    7.4  ];[ 42.411 102.58    7.4  ];4.33694881224116;[2165]
5346;[ 21.495 102.21    0.   ];[ 20.96 102.28   0.  ];0.5395600059307595;[1552]
5347;[32.115 62.596  0.   ];[31.525 62.638  0.   ];0.5914930261634571;[367]
5348;[ 13.738 116.14    0.   ];[ 12.858 113.57    0.   ];2.7164867016055934;[1702]
5349;[35.203 16.258  0.   ];[39.571 13.159  0.   ];5.355672226714397;[1295]
5350;[ 22.798 107.08    3.7  ];[ 22.832 106.87    3.7  ];0.2127345764091901;[737]
5351;[ 39.479 149.1     3.7  ];[ 40.225 148.8     3.7  ];0.8040621866497597;[1376]
5352;[ 42.376 148.8     3.7  ];[ 43.669 147.39    3.7  ];1.9130993178609594;[1016]
5353;[  9.448 113.09    0.   ];[  9.2698 110.94     0.    ];2.1573722998129052;[1251]
5354;[65.401 71.109 11.1  ];[62.66  71.637 11.1  ];2.7913912301932893;[1596]
5355;[ 44.962 144.68    3.7  ];[ 45.419 144.5     3.7  ];0.49117104963545705;[2968]
5356;[ 35.68 128.19   0.  ];[ 33.406 125.51    0.   ];3.514751200298531;[1944]
5357;[40.283 96.126  3.7  ];[40.339 96.75   3.7  ];0.6265077812764928;[1172]
5358;[ 8.1225 91.667   0.    ];[ 8.    90.285  0.   ];1.3874185561682582;[2805]
5359;[ 32.638 123.05    3.7  ];[ 29.506 127.91    3.7  ];5.781783807788042;[682]
5360;[20.092 24.596  0.   ];[20.449 24.58   0.   ];0.3573583635512147;[1483]
5361;[ 61.221 136.27    7.4  ];[ 60.819 136.44    7.4  ];0.4364676391211505;[2267]
5362;[ 42.701 106.72   11.1  ];[ 41.007 104.7    11.1  ];2.6362920930731466;[2704]
5363;[ 16.557 120.98    3.7  ];[ 19.098 120.37    3.7  ];2.6131936399738924;[2266]
5364;[ 16.835 143.12    0.   ];[ 16.523 143.25    0.   ];0.3379999999999993;[1993]
5365;[ 16.557 120.98    3.7  ];[ 18.742 120.41    3.7  ];2.2581242215608994;[2266]
5366;[52.753 75.899 11.1  ];[52.486 76.731 11.1  ];0.8737923094191153;[2370]
5367;[31.926 82.839  0.   ];[30.8   81.281  0.   ];1.9223007048846368;[2065]
5368;[37.732 68.613  3.7  ];[37.631 67.525  3.7  ];1.0926779031352225;[2791]
5369;[39.381 90.483  0.   ];[39.247 88.786  0.   ];1.7022822915133697;[1005]
5370;[ 45.909 132.72    0.   ];[ 46.545 132.43    0.   ];0.6989964234529379;[436]
5371;[ 26.308 132.64    0.   ];[ 33.239 127.7     0.   ];8.511307831349997;[2606]
5372;[33.342 31.322  0.   ];[33.453 32.527  0.   ];1.2101016486229599;[553]
5373;[37.698 69.69   0.   ];[37.776 70.65   0.   ];0.9631635375158342;[2486]
5374;[  9.036 102.44    0.   ];[  9.1028 103.12     0.    ];0.6832731810923135;[3003]
5375;[ 41.196 106.88   11.1  ];[ 41.152 106.34   11.1  ];0.5417896270693923;[1987]
5376;[13.148 91.645  0.   ];[12.769 91.683  0.   ];0.38090024940921274;[792]
5377;[67.374 74.582  0.   ];[67.318 74.422  0.   ];0.16951696080333264;[2655]
5378;[40.283 96.126  3.7  ];[40.227 95.497  3.7  ];0.6314879254586002;[1172]
5379;[ 45.363 147.62    0.   ];[ 42.822 148.72    0.   ];2.768877209267318;[1561]
5380;[ 43.302 133.21    0.   ];[ 48.216 126.22    0.   ];8.544442404276603;[291]
5381;[ 50.958 100.28    0.   ];[50.791 99.897  0.   ];0.4178253223537285;[2080]
5382;[ 22.386 120.1     3.7  ];[ 22.542 120.57    3.7  ];0.4952130854490819;[1678]
5383;[35.86  44.268  0.   ];[36.038 46.017  0.   ];1.758034413770108;[1216]
5384;[ 47.413 140.83    7.4  ];[ 47.503 141.02    7.4  ];0.21023796041628579;[208]
5385;[22.387 59.129  0.   ];[26.722 58.798  0.   ];4.347618428519229;[1357]
5386;[33.386 33.872  3.7  ];[35.002 32.559  3.7  ];2.08216834093692;[1786]
5387;[47.939 71.269  0.   ];[47.694 71.392  0.   ];0.2741422988157727;[3073]
5388;[ 52.128 129.19    0.   ];[ 51.381 129.53    0.   ];0.8207368640435265;[0]
5389;[ 61.221 132.58    0.   ];[ 61.588 132.42    0.   ];0.40036108702021883;[2592]
5390;[49.967 97.977  0.   ];[49.8   97.572  0.   ];0.4380799013878649;[1333]
5391;[ 45.051 131.84    7.4  ];[ 45.608 133.21    7.4  ];1.478901281357213;[3070]
5392;[ 20.2  148.86   0.  ];[ 24.535 143.58    0.   ];6.831590224830528;[1323]
5393;[ 40.193 108.55    3.7  ];[ 40.249 109.18    3.7  ];0.632483991892295;[517]
5394;[ 54.658 109.16    3.7  ];[ 55.338 109.94    3.7  ];1.0347946656221232;[1345]
5395;[ 29.896 127.04    0.   ];[ 29.528 127.2     0.   ];0.40127795852750303;[1878]
5396;[ 38.61 140.2    0.  ];[ 37.34 140.78   0.  ];1.3961733416735918;[2339]
5397;[58.638   2.5284  0.    ];[59.44    2.1656  0.    ];0.8802430573426862;[661]
5398;[31.591 74.283  0.   ];[31.681 74.971  0.   ];0.6938616576811283;[2476]
5399;[ 45.698 111.04    0.   ];[ 41.921 112.65    0.   ];4.105828661792891;[2357]
5400;[38.746 14.674  0.   ];[39.359 12.626  0.   ];2.1377729065548565;[2396]
5401;[ 51.18 142.76   3.7 ];[ 51.592 143.61    3.7  ];0.9445866820996567;[2821]
5402;[ 38.164 147.15    3.7  ];[ 41.451 146.62    3.7  ];3.329454760167195;[794]
5403;[ 4.7245 52.066   0.    ];[ 6.385 48.343  0.   ];4.076516803595932;[2530]
5404;[ 28.214 105.1     3.7  ];[ 28.493 105.08    3.7  ];0.2797159273262783;[1893]
5405;[ 43.546 156.61    0.   ];[ 47.568 162.06    0.   ];6.77340268993361;[2455]
5406;[24.482 36.421  0.   ];[24.56  37.846  0.   ];1.427133140250058;[1529]
5407;[ 40.862 116.03    3.7  ];[ 41.586 110.17    3.7  ];5.9045555294196355;[443]
5408;[56.554 18.317  0.   ];[60.12  16.744  0.   ];3.897522931298797;[1328]
5409;[20.426 27.476  0.   ];[19.579 37.013  0.   ];9.574538004520113;[2696]
5410;[40.517 98.654  3.7  ];[40.394 97.39   3.7  ];1.2699704720976746;[1028]
5411;[66.07  70.821 11.1  ];[66.315 70.72  11.1  ];0.26500188678573977;[1107]
5412;[ 41.921 101.31    7.4  ];[ 42.244 101.68    7.4  ];0.491150689707348;[7]
5413;[38.066 74.256  0.   ];[38.021 73.616  0.   ];0.6415800807381733;[2431]
5414;[48.173 78.603 11.1  ];[48.964 77.537 11.1  ];1.3274174173936284;[925]
5415;[ 72.087 101.4     0.   ];[ 68.487 108.5     0.   ];7.9605276207045454;[1522]
5416;[17.005 37.648  3.7  ];[16.916 36.533  3.7  ];1.1185463781176015;[2673]
5417;[13.148 91.645  0.   ];[14.798 85.564  0.   ];6.300877795990019;[792]
5418;[19.925 48.562  0.   ];[19.991 49.207  0.   ];0.6483679510895058;[1221]
5419;[14.575 91.672  0.   ];[14.608 92.115  0.   ];0.44422741923478587;[2766]
5420;[38.902 64.473  7.4  ];[39.136 69.023  7.4  ];4.556013169427847;[2320]
5421;[ 16.557 120.98    3.7  ];[ 19.444 120.33    3.7  ];2.9592683217308986;[2266]
5422;[19.858 47.922  0.   ];[24.694 41.91   0.   ];7.715636072288531;[2144]
5423;[27.635 74.752  0.   ];[27.033 85.767  0.   ];11.031438210859;[926]
5424;[45.221 40.593  0.   ];[44.953 40.705  0.   ];0.29046170143410543;[1891]
5425;[16.57  32.079  3.7  ];[16.27  28.292  3.7  ];3.798864172354678;[2552]
5426;[20.047 39.936  0.   ];[20.894 38.992  0.   ];1.2682842741278475;[648]
5427;[54.782 67.962  0.   ];[55.294 67.743  0.   ];0.5568707210834523;[530]
5428;[37.943 68.543  7.4  ];[36.595 69.728  7.4  ];1.7948061176628436;[118]
5429;[ 65.578 132.72    0.   ];[ 64.675 133.12    0.   ];0.9876279663922114;[1943]
5430;[ 59.538 133.29    0.   ];[ 58.869 133.57    0.   ];0.7252316871179834;[1816]
5431;[38.255 86.647  3.7  ];[38.155 85.527  3.7  ];1.1244554237496525;[1761]
5432;[40.718 85.954 11.1  ];[40.762 87.666 11.1  ];1.7125653272211285;[619]
5433;[ 33.15 123.4    0.  ];[ 33.975 123.04    0.   ];0.9001249913206523;[1113]
5434;[ 43.313 132.15    0.   ];[ 43.77 131.94   0.  ];0.5029403543164975;[2398]
5435;[ 45.051 131.84    7.4  ];[ 47.079 136.84    7.4  ];5.395626376983491;[3070]
5436;[ 19.109 132.2     0.   ];[ 19.488 132.13    0.   ];0.38541017111643194;[1756]
5437;[ 41.865 115.98    7.4  ];[ 41.753 115.72    7.4  ];0.28309715646753336;[49]
5438;[ 63.907 127.94    0.   ];[ 60.998 129.14    0.   ];3.1467889983282906;[1618]
5439;[19.602 25.977  0.   ];[22.153 30.202  0.   ];4.935405353159961;[103]
5440;[ 24.659 113.9     3.7  ];[ 24.392 113.95    3.7  ];0.27164130760986893;[2536]
5441;[ 50.434 109.07    7.4  ];[ 50.056 109.22    7.4  ];0.40667431686793526;[2542]
5442;[ 41.118 114.89    7.4  ];[ 41.074 114.35    7.4  ];0.541789627069407;[580]
5443;[ 45.141 127.53    0.   ];[ 40.772 124.26    0.   ];5.457202671699116;[1479]
5444;[  9.2363 110.49     0.    ];[ 7.0642 79.388   0.    ];31.177755249696848;[1306]
5445;[ 16.947 131.42    0.   ];[ 15.487 131.05    0.   ];1.5061540425866073;[848]
5446;[22.632 79.052  0.   ];[22.476 77.27   0.   ];1.7888152503822297;[419]
5447;[38.144 51.229  3.7  ];[37.843 50.573  3.7  ];0.7217596552869905;[25]
5448;[ 25.974 101.51    0.   ];[ 26.331 101.47    0.   ];0.3592339070856202;[1856]
5449;[ 25.138 116.34    3.7  ];[ 25.094 115.82    3.7  ];0.5218582182930634;[2546]
5450;[36.339 48.962  0.   ];[36.217 47.815  0.   ];1.1534699822708923;[492]
5451;[ 45.675 130.5     7.4  ];[ 46.4  132.33   7.4 ];1.9683813146847458;[1638]
5452;[40.362 20.899  0.   ];[41.187 17.507  0.   ];3.4908865636110247;[1633]
5453;[29.987 57.699  3.7  ];[29.53  57.726  3.7  ];0.45779689819831404;[1076]
5454;[28.705 64.5    0.   ];[28.304 64.543  0.   ];0.4032988966015161;[963]
5455;[ 50.679 124.99    0.   ];[ 42.99 125.     0.  ];7.689006502793453;[1047]
5456;[17.005 37.648  3.7  ];[16.972 37.12   3.7  ];0.5290302448820917;[2673]
5457;[24.193 33.285  0.   ];[20.749 24.564  0.   ];9.376405334668503;[601]
5458;[ 6.7304 52.456   0.    ];[ 4.3568 47.778   0.    ];5.245727877044333;[1710]
5459;[ 20.323 151.72    0.   ];[ 20.2  151.44   0.  ];0.30582511342268953;[1865]
5460;[39.783 19.518  0.   ];[39.995 19.421  0.   ];0.23313729860320215;[1624]
5461;[ 64.787 135.05    0.   ];[ 65.834 129.42    0.   ];5.726526783312924;[1947]
5462;[ 50.333 145.46    0.   ];[ 49.909 145.64    0.   ];0.46062566146491646;[2217]
5463;[ 43.414 117.44    7.4  ];[ 43.949 118.79    7.4  ];1.4521449652152567;[2122]
5464;[23.279 27.199  0.   ];[23.624 27.167  0.   ];0.34648087970333835;[1936]
5465;[ 44.929 134.75    0.   ];[ 44.104 135.14    0.   ];0.9125376704553045;[441]
5466;[26.343 78.849  0.   ];[26.287 78.315  0.   ];0.5369283006137845;[1282]
5467;[18.23  96.457  0.   ];[22.709 99.284  0.   ];5.296543212322549;[2580]
5468;[57.623 74.496 11.1  ];[63.329 71.349 11.1  ];6.516290739370058;[1268]
5469;[43.293 17.981  0.   ];[35.448 14.306  0.   ];8.663120107674832;[711]
5470;[28.984 75.819  0.   ];[28.962 75.494  0.   ];0.32574376433018937;[2371]
5471;[53.455 76.923  0.   ];[55.261 74.982  0.   ];2.6512481966047665;[1388]
5472;[21.05  56.291  0.   ];[23.669 56.078  0.   ];2.627647236597789;[2206]
5473;[ 69.188 132.87   11.1  ];[ 69.523 132.73   11.1  ];0.3630771267926416;[509]
5474;[ 23.443 147.38    0.   ];[ 19.755 147.81    0.   ];3.7129831672120495;[2748]
5475;[ 28.938 123.66    3.7  ];[ 29.428 123.58    3.7  ];0.4964876634922581;[138]
5476;[24.024 97.748  3.7  ];[24.047 97.534  3.7  ];0.21523243250030744;[2333]
5477;[ 45.943 118.68    7.4  ];[ 45.854 118.47    7.4  ];0.22808112591795732;[1636]
5478;[ 40.405 126.13    0.   ];[ 35.891 126.4     0.   ];4.522067668666628;[964]
5479;[ 31.824 131.42    0.   ];[ 38.042 127.17    0.   ];7.531668075532796;[1398]
5480;[ 18.807 148.41    0.   ];[ 19.353 149.59    0.   ];1.3001984463919418;[570]
5481;[63.106 72.768  0.   ];[61.312 73.541  0.   ];1.9534495130409715;[2613]
5482;[ 31.713 123.2     3.7  ];[ 33.908 123.8     3.7  ];2.275527411392795;[625]
5483;[ 46.667 126.91   11.1  ];[ 46.422 129.1    11.1  ];2.203661725401608;[316]
5484;[ 29.082 131.33    0.   ];[ 28.648 131.53    0.   ];0.4778660900294102;[2852]
5485;[ 54.802 143.52    0.   ];[ 55.225 143.33    0.   ];0.4637121952245818;[2718]
5486;[37.943 72.672  0.   ];[37.966 72.992  0.   ];0.32082549773982255;[2480]
5487;[ 65.043 130.97    0.   ];[ 58.234 133.83    0.   ];7.38526106512154;[2468]
5488;[ 49.286 123.42    0.   ];[ 47.058 121.84    0.   ];2.73137035203943;[1288]
5489;[27.602 62.937  0.   ];[27.524 61.305  0.   ];1.633862907345654;[2079]
5490;[ 27.612 111.89    0.   ];[ 28.336 116.17    0.   ];4.340803612235874;[2572]
5491;[ 70.371 105.7     0.   ];[ 69.825 104.43    0.   ];1.3823950231391826;[449]
5492;[ 24.247 106.3     3.7  ];[ 24.191 105.7     3.7  ];0.6026076667285218;[2712]
5493;[ 22.62 110.86   3.7 ];[ 24.771 111.43    3.7  ];2.225241784615777;[636]
5494;[37.498 64.639 11.1  ];[38.423 61.033 11.1  ];3.722749118595016;[2856]
5495;[ 45.765 118.23    7.4  ];[ 43.38 120.87   7.4 ];3.5577837202393283;[827]
5496;[27.178 87.378  0.   ];[27.089 86.349  0.   ];1.0328417110089971;[423]
5497;[40.173 42.721  0.   ];[38.055 40.609  0.   ];2.9910646933826066;[538]
5498;[ 55.281 137.34    0.   ];[ 56.25 136.9    0.  ];1.0642184926038452;[2973]
5499;[ 56.986 142.69   11.1  ];[ 55.203 143.51   11.1  ];1.9625210826892963;[179]
5500;[17.195 22.318  0.   ];[19.68  23.433  0.   ];2.7236831680648894;[987]
5501;[35.938 15.933  0.   ];[36.172 15.826  0.   ];0.257303322947834;[1799]
5502;[ 25.071 131.48    0.   ];[ 24.592 131.7     0.   ];0.5271062511486675;[2131]
5503;[35.158 51.581  0.   ];[36.451 50.103  0.   ];1.9637548217636547;[324]
5504;[ 42.968 120.99   11.1  ];[ 42.823 120.63   11.1  ];0.3881043674065012;[3015]
5505;[ 42.088 115.54    3.7  ];[ 42.032 114.93    3.7  ];0.612565098581367;[725]
5506;[32.439 60.846  0.   ];[33.018 60.793  0.   ];0.5814206738670379;[2837]
5507;[ 14.952 131.88    0.   ];[ 14.217 132.04    0.   ];0.7522134005719375;[767]
5508;[42.457 70.597  7.4  ];[39.637 71.813  7.4  ];3.0710024422002697;[2997]
5509;[ 35.1  128.01   3.7 ];[ 35.368 128.63    3.7  ];0.6754435579676558;[1900]
5510;[50.235 77.275  7.4  ];[49.822 77.446  7.4  ];0.4470011185668271;[567]
5511;[ 47.167 161.12    0.   ];[ 46.555 159.69    0.   ];1.5554562031764256;[285]
5512;[33.932 37.931  0.   ];[33.877 37.349  0.   ];0.5845930208273109;[2845]
5513;[ 61.221 132.58    0.   ];[ 64.843 128.41    0.   ];5.523385193882478;[2592]
5514;[37.755 16.925  0.   ];[38.29  16.696  0.   ];0.5819501696880893;[1834]
5515;[ 40.751 101.16    3.7  ];[40.628 99.919  3.7  ];1.2470805908200153;[2676]
5516;[23.457 52.12   0.   ];[25.251 49.591  0.   ];3.1006897619723235;[2769]
5517;[19.757 38.134  0.   ];[19.457 36.224  0.   ];1.9334166648707707;[2541]
5518;[40.775 23.353  0.   ];[35.983 14.066  0.   ];10.450436976509645;[2566]
5519;[ 45.764 146.54    3.7  ];[ 45.34 146.71   3.7 ];0.4568106828873478;[2709]
5520;[ 66.794 102.79    0.   ];[ 68.042 102.25    0.   ];1.359817634831972;[2395]
5521;[36.25  35.509  3.7  ];[35.849 34.549  3.7  ];1.0403850248826174;[2828]
5522;[36.74  39.014  3.7  ];[36.573 53.352  3.7  ];14.338972522464774;[2278]
5523;[50.269 21.091  0.   ];[58.827 17.315  0.   ];9.354011973479615;[196]
5524;[ 49.063 132.27   11.1  ];[ 48.495 131.     11.1  ];1.3912311094854195;[2956]
